gene,sample,group,log_expr
GENE_0034,697,treatment,10.487561691450514
GENE_0034,698,treatment,9.774613935402645
GENE_0034,699,treatment,10.594368406631096
GENE_0035,700,control,7.356004449850345
GENE_0035,701,control,8.044304702610173
GENE_0035,702,control,8.028611853988055
GENE_0035,703,control,9.061121755763853
GENE_0035,704,control,8.564280444791676
GENE_0035,705,control,8.078758105609607
GENE_0035,706,control,8.209296134499896
GENE_0035,707,control,8.09677992206661
GENE_0035,708,control,7.960860422471749
GENE_0035,709,control,7.477128155545743
GENE_0035,710,treatment,9.33938458142549
GENE_0035,711,treatment,9.012109072950418
GENE_0035,712,treatment,8.73478956770157
GENE_0035,713,treatment,9.703635112110444
GENE_0035,714,treatment,9.63765867707258
GENE_0035,715,treatment,8.439773982856858
GENE_0035,716,treatment,9.35498656348698
GENE_0035,717,treatment,9.970098876354259
GENE_0035,718,treatment,10.005036170502276
GENE_0035,719,treatment,9.986673377696182
GENE_0036,720,control,7.581920917898719
GENE_0036,721,control,7.4506614932348185
GENE_0036,722,control,8.236228545894448
GENE_0036,723,control,8.255299867182591
GENE_0036,724,control,8.754727959664539
GENE_0036,725,control,8.651684655969898
GENE_0036,726,control,7.973970087189607
GENE_0036,727,control,7.362382614908274
GENE_0036,728,control,7.871187219925758
GENE_0036,729,control,8.16617300542754
GENE_0036,730,treatment,7.93555006331758
GENE_0036,731,treatment,7.728854088839041
GENE_0036,732,treatment,8.185782496515197
GENE_0036,733,treatment,7.769519090505916
GENE_0036,734,treatment,7.701259502232796
GENE_0036,735,treatment,8.217994907148643
GENE_0036,736,treatment,7.825599929210689
GENE_0036,737,treatment,8.180953262219846
GENE_0036,738,treatment,8.19695806085042
GENE_0036,739,treatment,7.4200098976813855
GENE_0037,740,control,8.213287968315559
GENE_0037,741,control,6.783366919357647
GENE_0037,742,control,6.258350704427713
GENE_0037,743,control,6.398495817078124
GENE_0037,744,control,7.438521121978673
GENE_0037,745,control,7.43951515427949
GENE_0037,746,control,7.357824680877688
GENE_0037,747,control,8.09031505727218
GENE_0037,748,control,5.952451713154889
GENE_0037,749,control,7.640274282298458
GENE_0037,750,treatment,8.28130166235347
GENE_0037,751,treatment,6.802231230671063
GENE_0037,752,treatment,7.2136170698770625
GENE_0037,753,treatment,7.0084200968857635
GENE_0037,754,treatment,6.930620326018865
GENE_0037,755,treatment,7.243066548598833
GENE_0037,756,treatment,8.207627557387983
GENE_0037,757,treatment,8.433073322879642
GENE_0037,758,treatment,7.237744077589424
GENE_0037,759,treatment,8.470293769096964
GENE_0038,760,control,9.007221837067146
GENE_0038,761,control,7.99137751507213
GENE_0038,762,control,8.114773576706929
GENE_0038,763,control,8.243702732335109
GENE_0038,764,control,9.791061296033694
GENE_0038,765,control,8.510898838546185
GENE_0038,766,control,7.653696280908245
GENE_0038,767,control,8.575640601033273
GENE_0038,768,control,7.843683876985162
GENE_0038,769,control,7.7733291717858854
GENE_0038,770,treatment,8.542422520322212
GENE_0038,771,treatment,8.059788845655685
GENE_0038,772,treatment,8.195908525363043
GENE_0038,773,treatment,8.05038364440746
GENE_0038,774,treatment,8.22781249201454
GENE_0038,775,treatment,8.276423015971432
GENE_0038,776,treatment,6.977359959393572
GENE_0038,777,treatment,8.409306740116794
GENE_0038,778,treatment,7.502581091474885
GENE_0038,779,treatment,7.249427247823874
GENE_0039,780,control,7.976096059192531
GENE_0039,781,control,7.5484781168548265
GENE_0039,782,control,8.386974029086966
GENE_0039,783,control,7.191710165865582
GENE_0039,784,control,7.706087445544673
GENE_0039,785,control,7.608225733156431
GENE_0039,786,control,7.904283508682944
GENE_0039,787,control,8.083281863925562
GENE_0039,788,control,7.375565385076631
GENE_0039,789,control,8.328261979970506
GENE_0039,790,treatment,7.964557809953666
GENE_0039,791,treatment,6.88933606804803
GENE_0039,792,treatment,6.852681215151214
GENE_0039,793,treatment,7.92313089625846
GENE_0039,794,treatment,7.808374482587086
GENE_0039,795,treatment,7.873025444903533
GENE_0039,796,treatment,7.914516156277961
GENE_0039,797,treatment,8.053964419100181
GENE_0039,798,treatment,8.451113792786145
GENE_0039,799,treatment,7.318798811864924
GENE_0040,800,control,5.992305966680986
GENE_0040,801,control,6.752538255461835
GENE_0040,802,control,7.278355146774591
GENE_0040,803,control,6.356397397487315
GENE_0040,804,control,5.217699174231236
GENE_0040,805,control,5.6564380140833395
GENE_0040,806,control,6.13546389098124
GENE_0040,807,control,6.286883200396678
GENE_0040,808,control,6.3690203435289465
GENE_0040,809,control,6.61485370615855
GENE_0040,810,treatment,6.4221736065667
GENE_0040,811,treatment,7.17077087431792
GENE_0040,812,treatment,6.221824570394293
GENE_0040,813,treatment,6.119359210807497
GENE_0040,814,treatment,6.8570156347053
GENE_0040,815,treatment,5.74903095005968
GENE_0040,816,treatment,6.807964526445048
GENE_0040,817,treatment,6.650038339568493
GENE_0040,818,treatment,6.512540719064054
GENE_0040,819,treatment,7.46718594745114
GENE_0041,820,control,8.386515059434581
GENE_0041,821,control,7.129363768570884
GENE_0041,822,control,6.550992020912713
GENE_0041,823,control,7.291806835193492
GENE_0041,824,control,6.661416205471016
GENE_0041,825,control,6.839885349348913
GENE_0041,826,control,7.471719380654859
GENE_0041,827,control,7.558921214403907
GENE_0041,828,control,6.911158830506497
GENE_0041,829,control,7.796423895421859
GENE_0041,830,treatment,7.889980332557962
GENE_0041,831,treatment,8.043317031756148
GENE_0041,832,treatment,7.544528439565486
GENE_0041,833,treatment,8.003236857293473
GENE_0041,834,treatment,6.218911930260607
GENE_0041,835,treatment,7.078502463900684
GENE_0041,836,treatment,6.776498174668454
GENE_0041,837,treatment,7.318925289266404
GENE_0041,838,treatment,6.939053995088133
GENE_0041,839,treatment,7.161964252573986
GENE_0042,840,control,10.165263968213651
GENE_0042,841,control,10.486195630699477
GENE_0042,842,control,10.13086172478653
GENE_0042,843,control,10.300252164621119
GENE_0042,844,control,10.2619190304847
GENE_0042,845,control,10.505188092530098
GENE_0042,846,control,10.899529000795807
GENE_0042,847,control,11.164676554926691
GENE_0042,848,control,10.428900901294902
GENE_0042,849,control,10.582860643564441
GENE_0042,850,treatment,9.625634376192798
GENE_0042,851,treatment,10.210277647916268
GENE_0042,852,treatment,10.775769061930834
GENE_0042,853,treatment,10.734892607374293
GENE_0042,854,treatment,10.374995209282137
GENE_0042,855,treatment,10.746126534007233
GENE_0042,856,treatment,10.52853154619146
GENE_0042,857,treatment,10.918778298287487
GENE_0042,858,treatment,10.417757392571271
GENE_0042,859,treatment,10.062975782680791
GENE_0043,860,control,6.791182601600602
GENE_0043,861,control,8.613596663331407
GENE_0043,862,control,6.396382454451498
GENE_0043,863,control,7.455104634246649
GENE_0043,864,control,8.65148223883717
GENE_0043,865,control,8.665650643816367
GENE_0043,866,control,7.763673679242667
GENE_0043,867,control,8.011353385286213
GENE_0043,868,control,9.156807052057403
GENE_0043,869,control,8.136792935954658
GENE_0043,870,treatment,9.63661568014127
GENE_0043,871,treatment,8.401953589072638
GENE_0043,872,treatment,8.627429405604326
GENE_0043,873,treatment,9.292290427493864
GENE_0043,874,treatment,8.47507442222601
GENE_0043,875,treatment,7.851720318939688
GENE_0043,876,treatment,8.34265940988777
GENE_0043,877,treatment,8.383423603415078
GENE_0043,878,treatment,7.652401599608768
GENE_0043,879,treatment,8.262301869082176
GENE_0044,880,control,7.617766253656165
GENE_0044,881,control,7.128406018004966
GENE_0044,882,control,6.953831825171912
GENE_0044,883,control,7.050969425360659
GENE_0044,884,control,7.232086597326467
GENE_0044,885,control,7.448617297032455
GENE_0044,886,control,6.559527761434916
GENE_0044,887,control,6.536496289261376
GENE_0044,888,control,7.716943055674467
GENE_0044,889,control,6.882584207490474
GENE_0044,890,treatment,6.330106336274795
GENE_0044,891,treatment,7.353466477363784
GENE_0044,892,treatment,7.364222880521054
GENE_0044,893,treatment,6.267476095711888
GENE_0044,894,treatment,7.23558443070806
GENE_0044,895,treatment,7.513940188038681
GENE_0044,896,treatment,7.315282035641521
GENE_0044,897,treatment,7.4569593032718435
GENE_0044,898,treatment,6.337021483253164
GENE_0044,899,treatment,7.291441572450983
GENE_0045,900,control,7.3713217013369094
GENE_0045,901,control,8.115661873816313
GENE_0045,902,control,8.450457269506291
GENE_0045,903,control,8.623759818665661
GENE_0045,904,control,8.360000617963712
GENE_0045,905,control,7.576502488738863
GENE_0045,906,control,7.830852378299952
GENE_0045,907,control,8.058608868116798
GENE_0045,908,control,7.7035041607501675
GENE_0045,909,control,7.708776591986814
GENE_0045,910,treatment,8.089920511167364
GENE_0045,911,treatment,7.604250833321201
GENE_0045,912,treatment,7.23574847362995
GENE_0045,913,treatment,7.408896102425742
GENE_0045,914,treatment,7.985506996389022
GENE_0045,915,treatment,7.63850259879544
GENE_0045,916,treatment,7.82397177591305
GENE_0045,917,treatment,8.005399871846668
GENE_0045,918,treatment,7.430693484041779
GENE_0045,919,treatment,8.052792778631858
GENE_0046,920,control,7.77546392634876
GENE_0046,921,control,9.247878759302507
GENE_0046,922,control,8.179201515083768
GENE_0046,923,control,7.544308685398222
GENE_0046,924,control,7.879837083877607
GENE_0046,925,control,7.893036285776996
GENE_0046,926,control,8.483306449411717
GENE_0046,927,control,8.303993346099643
GENE_0046,928,control,8.269353541947748
GENE_0046,929,control,8.795447205165436
GENE_0046,930,treatment,8.64154257280606
GENE_0046,931,treatment,8.62843745300443
GENE_0046,932,treatment,8.680016775680855
GENE_0046,933,treatment,8.793485191551305
GENE_0046,934,treatment,7.295236786172479
GENE_0046,935,treatment,8.254170085404619
GENE_0046,936,treatment,7.255495588680862
GENE_0046,937,treatment,8.47444408388886
GENE_0046,938,treatment,8.452062989426683
GENE_0046,939,treatment,9.029653875284398
GENE_0047,940,control,9.536687547804148
GENE_0047,941,control,9.149962678697051
GENE_0047,942,control,9.6919998831655
GENE_0047,943,control,9.134806570736973
GENE_0047,944,control,9.424395312971503
GENE_0047,945,control,9.967536245593768
GENE_0047,946,control,9.118387030971162
GENE_0047,947,control,9.868284522848722
GENE_0047,948,control,9.797732024046113
GENE_0047,949,control,8.900025771843394
GENE_0047,950,treatment,11.310803041784915
GENE_0047,951,treatment,11.159372761219673
GENE_0047,952,treatment,10.831220509320307
GENE_0047,953,treatment,10.355883369350137
GENE_0047,954,treatment,10.302597961048782
GENE_0047,955,treatment,10.479446853968682
GENE_0047,956,treatment,11.073588226075923
GENE_0047,957,treatment,10.249567429194576
GENE_0047,958,treatment,11.015793008006273
GENE_0047,959,treatment,10.09219573038223
GENE_0048,960,control,7.815423963689087
GENE_0048,961,control,9.099939278455786
GENE_0048,962,control,6.99759408813718
GENE_0048,963,control,8.564725710242955
GENE_0048,964,control,7.837531026366386
GENE_0048,965,control,7.981262253582162
GENE_0048,966,control,7.820209051036894
GENE_0048,967,control,7.99971744868076
GENE_0048,968,control,7.670590891274272
GENE_0048,969,control,8.554845298474984
GENE_0048,970,treatment,7.504058569349784
GENE_0048,971,treatment,8.377846713371968
GENE_0048,972,treatment,7.400715782556219
GENE_0048,973,treatment,7.721979183152674
GENE_0048,974,treatment,7.165538294913761
GENE_0048,975,treatment,8.005380744864517
GENE_0048,976,treatment,8.549936974982975
GENE_0048,977,treatment,7.712571799771912
GENE_0048,978,treatment,7.6468305643862315
GENE_0048,979,treatment,7.142078368986022
GENE_0049,980,control,6.84881197289039
GENE_0049,981,control,7.222765923041876
GENE_0049,982,control,7.8495811410972545
GENE_0049,983,control,8.450306074494998
GENE_0049,984,control,9.269914789413457
GENE_0049,985,control,7.402227018948235
GENE_0049,986,control,8.514263901892223
GENE_0049,987,control,7.858912679958137
GENE_0049,988,control,7.6416626100267235
GENE_0049,989,control,7.962775764186614
GENE_0049,990,treatment,7.758902881761208
GENE_0049,991,treatment,7.78556646482395
GENE_0049,992,treatment,7.500265576182562
GENE_0049,993,treatment,6.955888502847863
GENE_0049,994,treatment,6.8758549543500855
GENE_0049,995,treatment,8.084133501541904
GENE_0049,996,treatment,7.572663766190088
GENE_0049,997,treatment,7.396999920926339
GENE_0049,998,treatment,7.729526910434965
GENE_0049,999,treatment,8.162061554840825
GENE_0050,1000,control,7.8556065164791455
GENE_0050,1001,control,8.8908978572386
GENE_0050,1002,control,9.084988758271574
GENE_0050,1003,control,8.488442892059247
GENE_0050,1004,control,8.751951662870928
GENE_0050,1005,control,8.899514729879273
GENE_0050,1006,control,8.837991355654161
GENE_0050,1007,control,8.554191279043621
GENE_0050,1008,control,8.545527607522864
GENE_0050,1009,control,8.502250046972254
GENE_0050,1010,treatment,7.612901010630804
GENE_0050,1011,treatment,8.60183446790445
GENE_0050,1012,treatment,7.4707390475120725
GENE_0050,1013,treatment,7.779407031312897
GENE_0050,1014,treatment,8.933397518926126
GENE_0050,1015,treatment,8.678557821113486
GENE_0050,1016,treatment,9.034505790958903
GENE_0050,1017,treatment,8.067015820603666
GENE_0050,1018,treatment,7.582699868929455
GENE_0050,1019,treatment,8.08419627324299
GENE_0051,1020,control,8.165881350675695
GENE_0051,1021,control,8.745961820004876
GENE_0051,1022,control,7.923738822936794
GENE_0051,1023,control,8.316056516180298
GENE_0051,1024,control,7.578692624499656
GENE_0051,1025,control,8.370112059612786
GENE_0051,1026,control,8.12414725929079
GENE_0051,1027,control,7.710040220632205
GENE_0051,1028,control,7.992731407492521
GENE_0051,1029,control,8.021140896105317
GENE_0051,1030,treatment,7.973852235553286
GENE_0051,1031,treatment,9.096675239935916
GENE_0051,1032,treatment,8.068292255419356
GENE_0051,1033,treatment,7.988294696091153
GENE_0051,1034,treatment,6.968839530003112
GENE_0051,1035,treatment,7.630623513099977
GENE_0051,1036,treatment,7.977747173237695
GENE_0051,1037,treatment,7.745218584791536
GENE_0051,1038,treatment,8.882376733046478
GENE_0051,1039,treatment,8.031721780220769
GENE_0052,1040,control,9.580070647909606
GENE_0052,1041,control,9.56660840921377
GENE_0052,1042,control,9.497295052940027
GENE_0052,1043,control,9.548221037573706
GENE_0052,1044,control,10.491470350859325
GENE_0052,1045,control,8.270347199468732
GENE_0052,1046,control,8.445282939740629
GENE_0052,1047,control,9.24738914210104
GENE_0052,1048,control,9.554123434247566
GENE_0052,1049,control,9.92569053280211
GENE_0052,1050,treatment,9.806331058097014
GENE_0052,1051,treatment,9.334797847097589
GENE_0052,1052,treatment,10.106607130464873
GENE_0052,1053,treatment,10.112740570915905
GENE_0052,1054,treatment,9.647364906381265
GENE_0052,1055,treatment,10.075594764049665
GENE_0052,1056,treatment,9.696087994069574
GENE_0052,1057,treatment,9.237317434451317
GENE_0052,1058,treatment,9.929932360631906
GENE_0052,1059,treatment,9.606970316600176
GENE_0053,1060,control,8.81173228080965
GENE_0053,1061,control,6.653628145408336
GENE_0053,1062,control,7.221881522517621
GENE_0053,1063,control,7.34871908159948
GENE_0053,1064,control,7.801814459942541
GENE_0053,1065,control,7.861573322734068
GENE_0053,1066,control,7.172578709830208
GENE_0053,1067,control,7.45977089833443
GENE_0053,1068,control,7.52814489291742
GENE_0053,1069,control,9.353191066747124
GENE_0053,1070,treatment,8.992565887366315
GENE_0053,1071,treatment,7.775145636378827
GENE_0053,1072,treatment,7.8016370064366445
GENE_0053,1073,treatment,7.369545617651823
GENE_0053,1074,treatment,6.952136088831487
GENE_0053,1075,treatment,7.937323713580696
GENE_0053,1076,treatment,7.45278922532117
GENE_0053,1077,treatment,7.954940023691279
GENE_0053,1078,treatment,7.121494599131472
GENE_0053,1079,treatment,7.582521864034742
GENE_0054,1080,control,8.379767793144563
GENE_0054,1081,control,8.407962091671505
GENE_0054,1082,control,7.452083573077026
GENE_0054,1083,control,8.648429665937956
GENE_0054,1084,control,7.738236081232379
GENE_0054,1085,control,8.526424367397414
GENE_0054,1086,control,8.17250124222339
GENE_0054,1087,control,7.421339389870525
GENE_0054,1088,control,8.004443776843743
GENE_0054,1089,control,8.379302572498469
GENE_0054,1090,treatment,8.515483473624426
GENE_0054,1091,treatment,8.100809170768967
GENE_0054,1092,treatment,9.020830904193975
GENE_0054,1093,treatment,8.732483438406003
GENE_0054,1094,treatment,8.037192750343532
GENE_0054,1095,treatment,8.590919511038717
GENE_0054,1096,treatment,9.2419389312169
GENE_0054,1097,treatment,9.25661904479406
